#GeneID	a1	b1	g1	GOF1	a2	b2	g2	GOF2	s1	f1	d1	s2	f2	d2	Rs	Rf	Rd	pSize	pFreq	pDuty	p-value	mu1	cv1	mu2	cv2

YDR507C	0.1901	1.9558	434.2090	4.3500e-07	0.1899	1.4702	1012.9846	5.8900e-04	237.5984	0.1724	0.0932	734.3744	0.1671	0.1196	1.6280	-0.0454	0.3592	0.0000e+00	2.2800e-04	0.0000e+00	2.3800e-02	30.0098	2.7953	105.2097	2.0651
YDR508C	0.6697	2.2603	2858.2702	4.3000e-01	0.5333	3.0051	2390.7258	1.7600e-01	1304.8814	0.5149	0.2307	825.4904	0.4517	0.1530	-0.6606	-0.1888	-0.5925	0.0000e+00	0.0000e+00	0.0000e+00	9.2400e-05	651.0506	0.9114	346.5609	1.1921
YDR509W	16.5566	26.4743	0.9243	1.0400e-01	42.9496	112.0298	0.7202	3.4600e-01	0.0410	9.8265	0.4082	0.0066	30.6810	0.2816	-2.6447	1.6426	-0.5358	0.0000e+00	0.0000e+00	0.0000e+00	8.6700e-01	0.3433	3.3460	0.1849	3.7639
YDR510C-A	1.3414	2.6041	5.4443	3.3600e-02	0.8381	5.6438	24.2792	2.8600e-01	2.1910	0.8713	0.3440	4.5306	0.7224	0.1370	1.0481	-0.2703	-1.3286	0.0000e+00	0.0000e+00	0.0000e+00	1.2400e-01	1.7557	1.7375	2.9429	2.0873
YDR510W	1.6998	81.8057	6385.0582	9.7200e-01	1.4593	40.6258	7333.4816	7.4400e-01	80.5954	1.6644	0.0207	186.1984	1.4077	0.0358	1.2081	-0.2417	0.7916	0.0000e+00	0.0000e+00	0.0000e+00	1.8700e-07	131.5921	0.7953	255.2721	0.8568
YDR511W	0.2451	2.6551	376.7608	1.9300e-04	0.2686	1.5839	170.1059	4.7300e-04	150.1229	0.2235	0.0882	113.6958	0.2282	0.1504	-0.4010	0.0300	0.7701	0.0000e+00	4.0000e-02	0.0000e+00	9.8000e-01	29.4356	2.0896	22.0714	1.8362
YDR512C	0.6327	13.9315	1002.2424	2.1600e-01	0.3417	5.5424	847.4854	1.1700e-01	75.7042	0.6037	0.0455	163.9413	0.3198	0.0647	1.1147	-0.9167	0.5093	0.0000e+00	0.0000e+00	0.0000e+00	5.5400e-02	44.5340	1.2312	48.8245	1.7327
YDR513W	1.3461	4.6217	672.6460	7.2500e-01	0.2885	1.3234	189.7096	2.6700e-02	151.2094	1.0380	0.2288	150.0852	0.2357	0.1834	-0.0108	-2.1390	-0.3191	3.4800e-02	0.0000e+00	0.0000e+00	5.2900e-18	156.0122	0.6477	33.0350	1.4414
YDR514C	0.2514	4.1003	163.8010	4.0200e-07	0.1497	6.7799	6590.0692	6.3800e-06	43.4376	0.2359	0.0621	1077.0715	0.1462	0.0237	4.6320	-0.6905	-1.3872	0.0000e+00	0.0000e+00	0.0000e+00	6.7100e-01	6.9430	3.8137	94.6349	6.3109
YDR515W	0.2377	3.8669	607.2625	7.9200e-03	0.2482	3.3513	385.2178	1.1300e-02	166.8292	0.2233	0.0606	121.2533	0.2304	0.0720	-0.4603	0.0452	0.2480	0.0000e+00	3.2000e-05	0.0000e+00	9.3800e-01	30.1446	2.5332	23.2511	2.3522
YDR516C	0.7140	15.1552	17017.2970	6.2600e-01	0.1864	2.7752	1503.0636	1.5800e-03	1160.7672	0.6814	0.0458	583.3614	0.1740	0.0670	-0.9926	-1.9693	0.5493	0.0000e+00	0.0000e+00	0.0000e+00	2.6800e-21	774.2648	1.0696	80.3005	2.7311
YDR517W	0.3031	1.1262	653.7735	2.1300e-01	0.3031	1.2858	765.8419	3.5500e-01	601.7862	0.2377	0.2152	620.6120	0.2440	0.1946	0.0444	0.0379	-0.1453	1.9300e-02	5.3600e-03	3.5000e-26	9.3000e-01	142.4910	1.2089	147.1557	1.2928
YDR518W	0.2001	1.7104	371.9254	6.6500e-06	0.2020	2.8032	785.8707	2.2400e-05	232.7807	0.1780	0.1100	298.6836	0.1878	0.0706	0.3596	0.0775	-0.6394	0.0000e+00	6.4500e-11	0.0000e+00	9.4900e-01	33.3058	2.2984	47.0928	2.4423
YDR519W	0.2660	2.9048	478.2319	1.4200e-02	0.2789	3.6404	1301.2893	3.9400e-02	174.0842	0.2429	0.0870	373.0447	0.2584	0.0734	1.0996	0.0894	-0.2453	0.0000e+00	4.0700e-14	0.0000e+00	5.1500e-02	36.9156	1.8937	84.7289	2.0683
YDR520C	0.1872	3.8107	807.2393	1.1600e-07	0.2090	3.9854	565.0150	8.3800e-05	229.4102	0.1777	0.0501	153.9991	0.1980	0.0532	-0.5750	0.1563	0.0853	0.0000e+00	0.0000e+00	1.0800e-03	9.9800e-01	28.9265	3.6947	21.8059	3.3849
YDR521W	22.0164	352.0598	0.1402	1.0000e+00	9.1135	855.1753	219.4598	0.0000e+00	0.0004	20.6374	0.0592	0.1499	8.8145	0.0160	8.5162	-1.2273	-1.8887	0.0000e+00	0.0000e+00	0.0000e+00	9.9900e-01	0.0022	8.8882	0.0000	 nan
YDR522C	0.2123	6.0018	263.2208	7.0300e-12	0.2732	8.4175	140.9851	3.8800e-09	47.1757	0.2045	0.0363	18.1110	0.2641	0.0337	-1.3812	0.3686	-0.1067	0.0000e+00	0.0000e+00	7.9700e-06	1.0000e+00	5.4433	6.4225	3.0550	6.1620
YDR523C	0.2178	8.4487	370.9330	9.6200e-11	0.2200	8.6586	316.1183	5.5400e-13	48.7997	0.2118	0.0278	40.0938	0.2141	0.0269	-0.2835	0.0154	-0.0451	1.7800e-23	1.3800e-01	1.6700e-01	9.7300e-01	6.0748	6.5564	5.1049	6.6682
YDR524C	0.1930	2.4149	1039.7549	2.7100e-03	0.2039	4.6333	1283.1408	8.0200e-05	461.9922	0.1778	0.0784	298.1690	0.1949	0.0448	-0.6317	0.1324	-0.8077	0.0000e+00	8.4800e-25	0.0000e+00	6.7900e-01	72.2290	2.2059	43.8864	3.0791
YDR524C-A	33.9561	229.6277	0.5992	1.0000e+00	39.8061	275.5031	1.3142	7.2000e-01	0.0027	29.4283	0.1304	0.0051	34.4964	0.1213	0.9129	0.2292	-0.1034	0.0000e+00	2.4300e-17	1.3500e-08	1.0000e+00	0.0632	5.5015	0.1412	5.9035
YDR524C-B	0.7874	1.9059	201.9148	4.9500e-01	3.6002	205.7219	21046.1759	8.1900e-01	111.0311	0.5513	0.2993	104.7490	3.5358	0.0179	-0.0840	2.6811	-4.0608	9.2400e-07	0.0000e+00	0.0000e+00	0.0000e+00	59.1968	0.8070	362.1331	0.5851
YDR524W-C	0.8993	2.8988	133.8231	5.1900e-01	3.5893	54.2579	3097.9893	6.8300e-01	49.0703	0.6806	0.2448	58.2881	3.3642	0.0626	0.2484	2.3053	-1.9673	0.0000e+00	0.0000e+00	0.0000e+00	2.6600e-27	32.0232	0.8355	191.7817	0.5117
YDR525W	25.3872	437.8749	0.5430	8.7700e-01	21.5353	331.9096	0.2423	-1.0000e+00	0.0013	23.9012	0.0592	0.0008	20.1189	0.0642	-0.6955	-0.2485	0.1172	0.0000e+00	0.0000e+00	5.3800e-09	9.9900e-01	0.0183	7.8890	0.0053	9.0000
YDR525W-A	0.4263	3.4306	758.0082	4.5400e-01	0.3029	3.5836	742.8301	1.4700e-01	232.2357	0.3773	0.1146	217.4611	0.2785	0.0807	-0.0948	-0.4382	-0.5060	5.7900e-06	0.0000e+00	0.0000e+00	6.9900e-03	80.8966	1.4462	52.9032	2.0074
YDR526C	25.1140	297.7287	1.7273	5.1700e-01	21.9578	93.6499	0.5997	8.8000e-01	0.0058	21.8641	0.1007	0.0070	17.6345	0.1901	0.2708	-0.3102	0.9171	3.6000e-06	9.7200e-15	0.0000e+00	1.0000e+00	0.1126	4.0049	0.1016	4.7331
YDR527W	0.1965	1.4017	403.1184	5.1600e-06	0.2233	4.2594	763.5738	3.0900e-03	304.6911	0.1713	0.1281	193.6704	0.2112	0.0543	-0.6537	0.3022	-1.2379	0.0000e+00	0.0000e+00	0.0000e+00	7.3800e-01	45.6017	2.0091	34.9062	2.4792
YDR528W	0.2759	6.3531	119.5041	1.7600e-13	0.1932	3.1788	684.7182	4.1100e-06	20.4179	0.2637	0.0444	234.2630	0.1814	0.0615	3.5202	-0.5400	0.4677	0.0000e+00	0.0000e+00	0.0000e+00	1.7800e-02	3.2715	5.7012	30.0323	3.3272
YDR529C	0.3582	2.7558	742.3558	1.1600e-01	0.2949	1.8972	423.3893	1.2100e-01	286.3583	0.3151	0.1214	234.3175	0.2538	0.1389	-0.2894	-0.3121	0.1943	0.0000e+00	0.0000e+00	1.2100e-21	4.8100e-02	83.2619	1.5046	54.8420	1.6260
YDR530C	0.2324	3.4255	1901.1201	9.2500e-02	0.2143	3.8668	1163.8608	2.2700e-04	595.8177	0.2169	0.0670	324.4607	0.2023	0.0557	-0.8768	-0.1006	-0.2675	0.0000e+00	9.1300e-15	0.0000e+00	2.4400e-02	105.3923	2.4972	55.4720	2.4307
YDR531W	0.2255	2.7117	1766.4382	3.1900e-02	0.2269	3.5242	1650.8905	6.3000e-02	692.1228	0.2076	0.0804	501.9070	0.2124	0.0640	-0.4636	0.0331	-0.3305	0.0000e+00	1.1800e-02	0.0000e+00	5.0800e-01	121.6422	2.0662	98.1862	2.0489
YDR532C	0.1882	2.9731	680.2868	3.2600e-05	0.2278	3.7828	256.7836	2.7600e-07	245.8686	0.1762	0.0633	71.9274	0.2141	0.0598	-1.7733	0.2809	-0.0820	0.0000e+00	0.0000e+00	4.9400e-03	6.6400e-01	29.7968	3.4430	11.5915	3.2522
YDR533C	0.2102	1.3230	560.8501	3.7100e-03	0.1874	2.9061	633.0040	1.7400e-07	450.4280	0.1800	0.1428	235.5737	0.1753	0.0645	-0.9351	-0.0388	-1.1456	0.0000e+00	4.6500e-03	0.0000e+00	2.0000e-03	75.5302	1.7247	30.5316	3.1236
YDR534C	0.1846	2.6486	1205.0915	9.8400e-06	0.2031	2.4499	179.0940	8.1800e-11	487.5337	0.1718	0.0689	78.8144	0.1865	0.0817	-2.6290	0.1180	0.2463	0.0000e+00	1.3100e-22	1.1500e-21	8.9600e-04	61.2316	2.9545	9.5400	3.6306
YDR535C	0.2489	3.7497	168.8926	1.7200e-04	0.2980	7.1413	83.0915	8.9800e-11	48.6567	0.2324	0.0664	12.6010	0.2854	0.0431	-1.9491	0.2965	-0.6229	0.0000e+00	0.0000e+00	0.0000e+00	1.5400e-02	8.5526	3.0679	2.3054	5.9035
YDR536W	0.4317	1.2345	14769.1675	2.3800e-02	0.2277	10.6590	358.9992	9.9100e-10	12383.1483	0.3184	0.2616	36.7543	0.2225	0.0224	-8.3963	-0.5168	-3.5443	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4030.7110	0.8190	4.2886	8.8295
YDR537C	0.4246	2.5850	17.4000	1.0600e-08	22.3340	131.5589	0.8247	5.5300e-01	7.2042	0.3622	0.1476	0.0064	18.9287	0.1472	-10.1454	5.7077	-0.0035	0.0000e+00	0.0000e+00	4.4900e-01	2.3200e-02	2.0284	2.8489	0.1057	9.0000
YDR538W	0.2780	1.6665	55.9456	8.4000e-06	0.2581	4.6591	137.6893	1.7900e-07	35.6057	0.2367	0.1489	31.7001	0.2438	0.0558	-0.1676	0.0428	-1.4156	3.6200e-14	5.0100e-04	0.0000e+00	3.0000e-01	6.7493	2.1916	5.2709	4.0869
YDR539W	0.1804	0.9922	533.6368	2.2600e-07	0.2079	3.4198	664.4945	2.8500e-04	571.5512	0.1516	0.1597	208.4068	0.1953	0.0606	-1.4555	0.3654	-1.3986	0.0000e+00	0.0000e+00	0.0000e+00	3.4000e-01	78.5218	1.7925	31.4194	2.9427
YDR540C	0.1991	2.7734	265.4459	8.8800e-08	0.2800	4.5274	105.2534	7.2500e-07	103.1683	0.1850	0.0713	24.8256	0.2628	0.0615	-2.0551	0.5063	-0.2137	0.0000e+00	0.0000e+00	2.3200e-17	1.0000e+00	13.3814	3.4213	4.7282	3.7089
YDR541C	0.1824	2.4720	587.7869	6.2600e-07	0.1901	3.8043	654.9405	6.1600e-06	254.3150	0.1692	0.0723	186.1148	0.1805	0.0508	-0.4504	0.0932	-0.5111	0.0000e+00	1.5000e-12	0.0000e+00	9.3000e-01	34.5888	2.6215	24.7899	3.4485
YDR542W	22.2885	239.6151	0.3909	1.0000e+00	0.2291	1647.2272	542647.9865	1.0600e-23	0.0018	20.2830	0.0848	618.7827	0.2281	0.0001	18.3701	-6.4742	-9.2387	0.0000e+00	0.0000e+00	0.0000e+00	9.9900e-01	0.0192	8.8882	0.0000	 nan
YDR545W	27.0458	105.3641	0.3523	1.0000e+00	41.4910	117.5805	0.3359	5.4500e-01	0.0037	21.1428	0.2102	0.0029	29.4324	0.2501	-0.3464	0.4772	0.2509	4.8000e-16	0.0000e+00	0.0000e+00	1.0000e+00	0.0565	5.1165	0.0593	5.3166
YEL001C	0.2497	1.2966	341.0349	6.5400e-03	0.2855	1.8666	647.6732	9.1500e-02	277.3862	0.2079	0.1669	362.9179	0.2465	0.1367	0.3877	0.2457	-0.2880	0.0000e+00	0.0000e+00	0.0000e+00	1.4800e-01	51.7918	1.6122	84.7312	1.5172
YEL002C	0.3227	2.3884	1639.8033	9.2300e-01	0.3824	14.0908	11954.1162	5.3300e-02	726.5073	0.2829	0.1238	894.3227	0.3714	0.0277	0.2998	0.3928	-2.1584	0.0000e+00	0.0000e+00	0.0000e+00	8.8900e-02	189.3251	1.5575	285.8688	2.9542
YEL003W	0.3370	3.1800	243.1473	6.0500e-02	0.4388	2.2164	205.9315	7.2900e-02	80.2439	0.3036	0.0995	97.0760	0.3640	0.1705	0.2747	0.2615	0.7775	0.0000e+00	0.0000e+00	0.0000e+00	8.4100e-03	21.8196	1.7672	33.5348	1.2749
YEL004W	0.2229	1.8536	199.9347	3.1600e-05	0.1953	2.8112	412.3787	3.2100e-07	115.3986	0.1976	0.1130	156.1744	0.1820	0.0681	0.4365	-0.1189	-0.7306	0.0000e+00	6.1700e-21	0.0000e+00	4.2700e-01	17.8017	2.3519	19.4938	3.2776
YEL005C	0.1979	2.0347	634.2456	1.7800e-03	0.2206	3.7417	210.0457	1.8200e-09	330.7379	0.1796	0.0927	60.5361	0.2074	0.0595	-2.4498	0.2081	-0.6398	0.0000e+00	0.0000e+00	0.0000e+00	3.3200e-03	48.8570	2.3588	8.4764	3.9532
YEL006W	0.2126	2.4527	992.4104	1.8900e-04	0.1793	3.1684	1249.7818	4.4500e-07	431.2612	0.1948	0.0836	428.8356	0.1690	0.0574	-0.0081	-0.2046	-0.5427	2.2500e-01	0.0000e+00	0.0000e+00	5.7600e-02	76.7509	1.9021	55.3274	2.9836
YEL007W	0.2971	1.4996	527.8159	1.2800e-01	0.2589	2.7007	1163.1950	5.2600e-02	370.2106	0.2466	0.1699	455.1978	0.2353	0.0907	0.2981	-0.0679	-0.9051	0.0000e+00	8.3600e-07	0.0000e+00	3.3100e-01	86.9939	1.3571	94.7262	1.9043
YEL008W	0.8017	14.7859	16.9569	4.4200e-07	0.8860	6.2100	8.3518	2.1900e-10	1.2167	0.7577	0.0536	1.4570	0.7685	0.1306	0.2601	0.0204	1.2847	7.7900e-21	5.0900e-05	0.0000e+00	8.7000e-01	0.7556	8.8882	0.9210	4.6958
YEL009C	0.7256	4.6454	2093.8917	8.5400e-01	1.7226	106.0080	37005.4236	2.2000e-03	466.9771	0.6253	0.1383	359.4067	1.6955	0.0161	-0.3777	1.4392	-3.0999	0.0000e+00	0.0000e+00	0.0000e+00	5.4800e-09	292.5753	0.9175	591.9721	0.6798
YEL009C-A	2.8644	10.2933	2.4348	2.7300e-07	21.4753	678.7277	4.6936	1.3400e-01	0.2516	2.1737	0.2308	0.0055	20.3673	0.0367	-5.5133	3.2280	-2.6517	0.0000e+00	0.0000e+00	0.0000e+00	6.9000e-01	0.4837	7.8136	0.0000	 nan
YEL010W	0.4086	5.6065	30.8399	2.6100e-09	1.5851	7.1514	3.6662	7.9700e-13	5.9289	0.3795	0.0718	0.5318	1.2478	0.1974	-3.4788	1.7173	1.4599	0.0000e+00	0.0000e+00	0.0000e+00	5.2700e-01	1.6202	4.7114	0.5788	6.3362
YEL011W	0.2312	3.7906	4733.8823	8.3400e-02	0.1699	1.9660	506.0098	3.1900e-05	1328.2665	0.2173	0.0602	275.6793	0.1555	0.0836	-2.2685	-0.4824	0.4724	0.0000e+00	0.0000e+00	0.0000e+00	1.7500e-10	239.2480	2.3947	30.8004	3.1043
YEL012W	0.3203	3.2580	902.8487	3.1200e-01	0.2392	1.6337	117.6798	6.1000e-06	297.0453	0.2897	0.0957	76.3385	0.2075	0.1324	-1.9602	-0.4812	0.4687	0.0000e+00	0.0000e+00	0.0000e+00	9.0400e-09	76.5159	1.7331	12.6602	2.2281
YEL013W	0.3185	2.5724	2273.1257	4.0200e-02	0.2347	2.2148	1250.0464	1.2000e-02	925.3922	0.2823	0.1134	594.8497	0.2114	0.0994	-0.6375	-0.4169	-0.1908	0.0000e+00	0.0000e+00	3.6200e-26	1.2500e-03	257.8478	1.3488	119.0441	1.7152
YEL014C	0.5278	3.3003	45.8226	3.7600e-02	0.7838	1.9136	6.1022	1.7600e-06	14.9834	0.4506	0.1467	3.4133	0.5475	0.2982	-2.1341	0.2813	1.0239	0.0000e+00	0.0000e+00	0.0000e+00	2.6700e-05	5.9527	1.6352	1.6580	1.9974
YEL015W	0.2196	2.1069	1018.1492	1.3900e-02	0.2102	2.5325	1240.9038	2.5600e-03	515.8099	0.1977	0.0996	518.2157	0.1934	0.0797	0.0067	-0.0316	-0.3209	6.7300e-01	6.9500e-03	0.0000e+00	9.0400e-01	89.5184	1.9822	86.3658	2.2443
YEL016C	0.1859	2.5061	698.9584	2.2700e-05	0.1774	4.6886	1841.2806	6.8400e-06	300.1023	0.1722	0.0739	430.4324	0.1704	0.0395	0.5203	-0.0150	-0.9030	0.0000e+00	1.0100e-01	0.0000e+00	1.0000e+00	40.2352	2.8005	52.7473	3.7254
YEL017C-A	0.3904	5.5795	817.1240	3.3500e-01	2.6189	55.7084	5989.7238	2.0400e-01	154.1849	0.3640	0.0679	110.5691	2.4941	0.0471	-0.4797	2.7765	-0.5271	0.0000e+00	0.0000e+00	0.0000e+00	6.3200e-24	51.5166	1.6208	268.3887	0.6968
YEL017W	0.2093	1.7413	611.2190	1.3700e-02	0.2048	1.4147	526.9288	1.5200e-03	375.2081	0.1858	0.1125	391.8845	0.1781	0.1306	0.0627	-0.0616	0.2163	5.1200e-03	5.0500e-07	3.2000e-27	9.8300e-01	57.9173	2.0689	62.3175	1.8840
YEL018W	0.2645	2.2521	97.7565	6.7100e-06	0.2240	4.8986	483.9751	1.4800e-05	46.6432	0.2355	0.1110	106.4911	0.2136	0.0468	1.1910	-0.1407	-1.2477	0.0000e+00	1.6900e-23	0.0000e+00	9.8600e-01	8.9178	2.3340	16.7029	3.4038
YEL019C	1.1120	8.0973	7.0468	8.0900e-08	0.4014	16.3103	77.7617	3.6600e-16	0.9311	0.9705	0.1251	5.1109	0.3911	0.0255	2.4566	-1.3112	-2.2958	0.0000e+00	0.0000e+00	0.0000e+00	8.6200e-01	0.7801	6.0124	1.3501	8.9109
YEL020C	0.2319	4.0868	299.5993	2.5100e-05	0.2983	4.8891	88.2366	1.9300e-06	79.0043	0.2188	0.0575	19.3867	0.2800	0.0612	-2.0269	0.3557	0.0892	0.0000e+00	0.0000e+00	2.5800e-04	1.6900e-01	13.0163	3.1945	4.0209	3.6408
YEL020W-A	0.4768	2.0918	29.4821	8.1800e-02	0.5316	2.5421	28.8354	1.8400e-03	15.0622	0.3846	0.1941	12.1598	0.4361	0.1813	-0.3088	0.1812	-0.0988	0.0000e+00	2.4200e-24	1.4700e-06	1.0000e+00	5.0965	1.6358	4.7013	1.5918
YEL022W	0.2324	2.4221	1179.4555	1.4400e-01	0.2036	1.8341	1761.3327	9.5400e-04	518.7230	0.2110	0.0916	1019.0517	0.1824	0.1046	0.9742	-0.2105	0.1921	0.0000e+00	0.0000e+00	1.5000e-21	9.3400e-01	96.1464	1.9689	164.2704	2.0690
YEL023C	0.2001	3.3117	407.3160	2.6700e-04	0.1785	3.0925	701.9578	7.3300e-08	133.1522	0.1880	0.0611	248.4428	0.1678	0.0589	0.8998	-0.1632	-0.0530	0.0000e+00	0.0000e+00	8.4500e-02	9.9800e-01	17.1370	3.6599	28.4315	3.6724
YEL024W	0.2799	4.6395	1603.6958	6.1800e-02	0.1893	1.3248	324.1880	3.0700e-07	364.4240	0.2634	0.0591	261.1281	0.1646	0.1307	-0.4809	-0.6778	1.1456	0.0000e+00	0.0000e+00	0.0000e+00	4.8600e-05	89.3799	1.9231	34.8939	2.2790
YEL025C	0.1706	3.2604	2846.7837	9.8000e-05	0.1367	5.7307	8679.9920	4.9500e-06	942.0292	0.1616	0.0529	1699.7401	0.1331	0.0259	0.8515	-0.2802	-1.0323	0.0000e+00	0.0000e+00	0.0000e+00	6.1800e-02	111.1540	3.3621	137.1978	5.8298
YEL026W	0.3780	2.6684	560.3089	2.5300e-01	1.2383	5.8963	1974.7355	7.0100e-01	218.3124	0.3301	0.1270	345.9597	1.0203	0.1752	0.6642	1.6279	0.4645	0.0000e+00	0.0000e+00	0.0000e+00	4.1200e-18	68.6410	1.3643	345.5041	0.7414
YEL027W	1.4991	90.9615	35802.5657	3.1000e-01	2.3723	73.1448	23174.5388	4.3800e-01	406.1697	1.4742	0.0164	323.7055	2.2965	0.0317	-0.3274	0.6395	0.9486	0.0000e+00	0.0000e+00	0.0000e+00	7.0800e-02	584.5573	0.6836	722.6951	0.7112
YEL028W	0.2068	2.7854	251.6020	8.9900e-07	0.1709	3.1614	869.0649	1.2900e-07	96.4725	0.1918	0.0726	297.9907	0.1617	0.0548	1.6271	-0.2466	-0.4072	0.0000e+00	0.0000e+00	0.0000e+00	9.4400e-01	13.8364	3.0606	35.0976	3.3838
YEL029C	0.1851	2.4929	516.9317	6.0300e-06	0.1950	3.1239	594.4614	3.1200e-07	223.9565	0.1715	0.0734	203.9513	0.1829	0.0623	-0.1350	0.0926	-0.2374	1.9200e-07	4.6800e-12	4.4200e-23	1.0000e+00	27.0977	3.1061	28.2165	3.0152
YEL030C-A	8.3388	14.5419	1.1439	3.6500e-04	12.5770	77.0208	1.3564	1.4000e-02	0.0928	5.0393	0.3616	0.0185	10.7431	0.1466	-2.3233	1.0921	-1.3020	0.0000e+00	0.0000e+00	0.0000e+00	8.6200e-01	0.3770	5.8507	0.1795	9.0000
YEL030W	0.2411	3.8499	157.8932	4.0900e-07	0.2258	9.5454	404.0098	6.5800e-08	44.6554	0.2257	0.0638	45.7980	0.2201	0.0249	0.0365	-0.0366	-1.3609	4.7100e-01	1.4700e-04	0.0000e+00	6.5500e-01	7.2880	3.4766	5.6812	7.3617
YEL031W	0.2655	3.6386	5476.7260	1.3500e-01	0.5320	24.5336	16278.1102	6.6200e-01	1618.9648	0.2465	0.0716	689.0881	0.5203	0.0218	-1.2323	1.0779	-1.7158	0.0000e+00	0.0000e+00	0.0000e+00	2.9800e-02	338.5568	2.0238	349.5689	1.3477
YEL032W	0.2357	19.2470	11039.3599	4.0300e-02	0.2282	1.8209	573.0419	3.0000e-03	610.1230	0.2327	0.0128	334.6028	0.2017	0.1163	-0.8667	-0.2063	3.1824	0.0000e+00	0.0000e+00	0.0000e+00	3.0300e-01	138.5245	2.3878	58.1190	1.9760
YEL033W	1.9592	5.5183	35.8338	3.9000e-01	4.9150	32.3320	167.6653	7.9400e-01	7.3080	1.4059	0.2867	5.3566	4.2616	0.1338	-0.4482	1.5999	-1.0997	0.0000e+00	0.0000e+00	0.0000e+00	5.3800e-16	9.4956	0.7355	22.1611	0.5174
YEL034C-A	2.0498	104.6412	2702.8903	5.5700e-01	3.2280	6.6834	337.9285	1.3900e-01	26.8563	2.0094	0.0196	63.6619	2.0909	0.3685	1.2452	0.0574	4.2331	0.0000e+00	9.3300e-18	0.0000e+00	1.0800e-17	52.0588	0.9577	115.8263	0.4304
YEL035C	22.8413	190.1759	0.4602	1.0000e+00	0.4115	15.3478	70.3001	2.1200e-11	0.0027	20.2968	0.1120	4.8782	0.4001	0.0274	10.8334	-5.6646	-2.0322	0.0000e+00	0.0000e+00	0.0000e+00	9.9900e-01	0.0391	5.6404	1.3610	8.3314
YEL036C	0.2008	4.3466	2875.0222	3.2700e-04	0.2289	6.7195	6206.3418	1.1800e-01	721.7046	0.1913	0.0476	992.6067	0.2206	0.0356	0.4598	0.2053	-0.4169	0.0000e+00	0.0000e+00	0.0000e+00	1.3400e-01	102.4063	3.0815	195.1200	2.6671
YEL037C	0.2816	3.7602	2335.2008	1.2700e-01	0.2864	7.0258	6041.2678	3.6400e-01	660.4371	0.2610	0.0731	924.0660	0.2745	0.0419	0.4846	0.0727	-0.8024	0.0000e+00	1.8900e-07	0.0000e+00	4.0700e-01	163.2256	1.6572	217.5493	2.4894
YEL038W	0.2972	1.7112	383.7348	6.8000e-02	0.2570	1.9133	568.6560	1.5200e-01	236.4459	0.2517	0.1523	310.5334	0.2258	0.1215	0.3932	-0.1568	-0.3261	0.0000e+00	0.0000e+00	0.0000e+00	7.9600e-01	55.2739	1.4808	65.1297	1.6594
YEL039C	0.2783	3.6452	424.2262	2.1100e-02	0.3946	8.3636	49.8755	3.4400e-09	123.5363	0.2578	0.0740	6.3615	0.3756	0.0477	-4.2794	0.5430	-0.6348	0.0000e+00	0.0000e+00	0.0000e+00	4.3500e-08	27.5230	2.0442	1.7742	5.3684
YEL040W	0.2075	2.3170	681.8243	3.0200e-04	0.3179	2.1332	2081.9810	4.7200e-01	312.8021	0.1893	0.0869	1023.1436	0.2753	0.1334	1.7097	0.5405	0.6186	0.0000e+00	0.0000e+00	0.0000e+00	4.3200e-09	52.0956	2.2312	251.0932	1.5372
YEL041W	0.1869	2.7546	546.0393	5.1500e-10	0.2929	3.5622	64.2983	2.7200e-07	212.2587	0.1744	0.0670	19.3096	0.2693	0.0802	-3.4584	0.6272	0.2580	0.0000e+00	0.0000e+00	0.0000e+00	2.9600e-01	27.4779	3.1289	3.6890	3.5985
YEL042W	0.1836	3.7095	2144.4031	7.9900e-04	0.3040	2.9490	1988.5774	6.8400e-02	624.8804	0.1745	0.0502	706.6789	0.2745	0.0970	0.1775	0.6539	0.9509	1.9200e-22	0.0000e+00	0.0000e+00	1.9200e-06	85.6530	2.8642	189.4785	1.5478
YEL043W	0.2064	1.5901	528.0488	1.4900e-04	0.2154	1.1597	403.9943	2.2500e-02	351.1979	0.1819	0.1189	365.3287	0.1806	0.1610	0.0569	-0.0105	0.4374	2.6400e-03	6.7700e-01	0.0000e+00	5.4200e-01	57.5567	1.9245	57.2328	1.8169
YEL044W	0.2781	2.2844	283.0748	1.2200e-02	0.3257	2.5107	354.2844	3.9300e-02	129.9995	0.2468	0.1124	147.6733	0.2871	0.1184	0.1839	0.2179	0.0749	1.5700e-22	0.0000e+00	8.3300e-06	1.5800e-01	29.8423	1.7257	40.3534	1.4388
YEL045C	3.7760	6.3633	1.7095	3.4300e-06	6.5749	7.7881	1.3984	2.0600e-03	0.3180	2.3062	0.3777	0.2080	3.4764	0.4620	-0.6120	0.5921	0.2904	0.0000e+00	0.0000e+00	0.0000e+00	1.2900e-01	0.5991	4.7106	0.6109	3.2034
YEL046C	0.2110	3.9373	3980.1526	6.0000e-03	0.5006	10.1622	10537.6744	3.2600e-02	1076.8707	0.1998	0.0535	1077.6185	0.4763	0.0485	0.0010	1.2532	-0.1411	4.1600e-04	0.0000e+00	2.3400e-09	4.6200e-09	184.0946	2.3511	516.3073	1.1074
